ndc,opioid,recovery
551543826,0,0
551543828,0,0
551543829,0,0
551543830,0,0
551543875,0,0
551543876,0,0
551543877,0,0
551543878,0,0
551543905,0,0
551543906,0,0
551543907,0,0
551543908,0,0
551543909,0,0
551543910,0,0
551543911,0,0
551543912,0,0
551543913,0,0
551543914,0,0
551543915,0,0
551543916,0,0
551543917,0,0
551543919,0,0
551543920,0,0
551543921,0,0
551543924,0,0
551543925,0,0
551543926,0,0
551543927,0,0
551543929,0,0
551543930,0,0
551543932,0,0
551543933,0,0
551543934,0,0
551543935,0,0
551543938,0,0
551543939,0,0
551543940,0,0
551543941,0,0
551543942,0,0
551543944,0,0
551543950,0,0
551543951,0,0
551543952,0,0
551543953,0,0
551543954,0,1
551543955,0,0
551543975,0,0
551543976,0,0
551543977,0,0
551544006,0,0
551544007,0,0
551544008,0,0
551544011,0,0
551544018,0,0
551544019,0,0
551544020,0,0
551544021,0,0
551544022,0,0
551544024,0,0
551544025,0,0
551544028,0,0
551544029,0,0
551544030,0,0
551544031,0,0
551544033,0,0
551544034,0,0
551544035,0,0
551544036,0,0
551544037,0,0
551544050,0,0
551544051,0,0
551544053,0,0
551544054,0,0
551544055,0,0
551544056,0,0
551544057,0,0
551544058,1,0
551544059,0,0
551544060,0,0
551544102,0,0
551544178,0,0
551544179,0,0
551544180,0,0
551544181,0,0
551544182,0,0
551544183,0,0
551544184,0,0
551544202,0,0
551544204,0,0
551544205,0,0
551544206,0,0
551544208,0,0
551544209,0,0
551544215,0,0
551544217,0,0
551544218,0,0
551544219,0,0
551544221,0,0
551544223,0,0
551544225,0,0
551544226,0,0
551544227,0,0
551544228,0,0
551544230,0,0
551544231,0,0
551544232,0,0
551544233,0,0
551544234,0,0
551544235,0,0
551544236,0,0
551544250,0,0
551544251,0,0
551544301,0,0
551544302,0,0
551544303,0,0
551544304,0,0
551544325,0,0
551544326,0,0
551544327,0,0
551544329,0,0
551544330,0,0
551544331,0,0
551544332,0,0
551544333,0,0
551544336,0,0
551544350,0,0
551544351,0,0
551544352,0,0
551544353,0,0
551544354,0,0
551544355,0,0
551544356,0,0
551544357,0,0
551544358,0,0
551544359,0,0
551544360,0,0
551544375,0,0
551544376,0,0
551544377,0,0
551544378,0,0
551544379,0,0
551544380,0,0
551544381,0,0
551544382,0,0
551544383,0,0
551544384,0,0
551544385,0,0
551544386,0,0
551544387,0,0
551544388,0,0
551544389,0,0
551544390,0,0
551544391,0,0
551544392,0,0
551544393,0,0
551544394,0,0
551544395,0,0
551544396,0,0
551544402,0,0
551544425,0,0
551544426,0,0
551544427,0,0
551544428,0,0
551544450,0,0
551544451,0,0
551544452,0,0
551544502,0,0
551544505,0,0
551544510,0,0
551544511,0,0
551544513,0,0
551544514,0,0
551544515,0,0
551544516,0,0
551544517,0,0
551544518,0,0
551544519,0,0
551544520,0,0
551544521,0,0
551544522,0,0
551544550,0,0
551544551,0,0
551544552,0,0
551544554,1,0
551544555,0,0
551544556,0,0
551544557,0,0
551544558,0,0
551544559,0,0
551544560,0,0
551544561,0,0
551544563,0,0
551544564,0,0
551544566,1,0
551544567,0,0
551544568,0,0
551544575,0,0
551544601,0,0
551544602,0,0
551544604,0,0
551544605,0,0
551544606,0,0
551544607,0,0
551544608,0,0
551544609,0,0
551544610,0,0
551544611,0,0
551544612,0,0
551544613,0,0
551544614,0,0
551544615,0,0
551544616,0,0
551544617,0,0
551544618,0,0
551544619,0,0
551544620,0,0
551544621,0,0
551544622,0,0
551544623,0,0
551544624,0,0
551544625,0,0
551544626,0,0
551544627,0,0
551544650,0,0
551544651,0,0
551544675,0,0
551544676,0,0
551544677,0,0
551544678,0,0
551544679,0,0
551544680,0,0
551544705,1,0
551544706,1,0
551544707,1,0
551544708,1,0
551544709,0,0
551544725,0,0
551544726,0,0
551544727,0,0
551544728,0,0
551544729,0,0
551544730,0,0
551544731,0,0
551544732,0,1
551544733,0,0
551544734,0,0
551544735,0,0
551544736,0,0
551544737,0,0
551544738,0,0
551544739,0,0
551544740,0,0
551544741,0,0
551544743,0,0
551544744,0,0
551544745,0,0
551544746,0,0
551544747,0,0
551544748,0,0
551544749,0,0
551544750,0,0
551544751,0,0
551544752,0,0
551544753,0,0
551544754,0,0
551544755,0,0
551544756,0,0
551544757,0,0
551544758,0,0
551544759,0,0
551544760,0,0
551544761,0,0
551544762,0,0
551544763,0,0
551544764,0,0
551544765,0,0
551544767,0,0
551544768,0,0
551544769,0,0
551544770,0,0
551544772,0,0
551544774,0,0
551544775,0,0
551544776,0,0
551544777,0,0
551544778,0,0
551544779,0,0
551544780,0,0
551544781,0,0
551544782,0,0
551544783,0,0
551544784,0,0
551544785,0,0
551544786,0,0
551544787,0,0
551544788,0,0
551544789,0,0
551544790,0,0
551544791,1,0
551544792,0,0
551544793,0,0
551544794,0,0
551544795,0,0
551544796,0,0
551544797,0,0
551544798,0,0
551544799,0,0
551544801,0,0
551544802,0,0
551544803,0,0
551544804,0,0
551544805,0,0
551544806,0,0
551544807,0,0
551544809,0,0
551544837,0,0
551544838,0,0
551544839,0,0
551544840,0,0
551544842,1,0
551544843,0,0
551544844,0,0
551544845,0,0
551544846,0,0
551544847,0,0
551544852,0,0
551544853,0,0
551544875,0,0
551544876,0,0
551544901,0,0
551544905,0,0
551544906,0,0
551544908,0,0
551544909,0,0
551544910,0,0
551544913,0,0
551544914,0,0
551544915,0,0
551544917,0,0
551544918,0,0
551544919,0,0
551544920,0,0
551544921,0,0
551544922,0,0
551544923,0,0
551544924,0,0
551544925,0,0
551544926,0,0
551544927,0,0
551544930,0,0
551544937,0,0
551544938,0,0
551544939,0,0
551544940,0,0
551544941,0,0
551544942,0,0
551544944,0,0
551544945,0,0
551544946,0,0
551544947,0,0
551544948,0,0
551544949,0,0
551544950,0,0
551544951,0,0
551544952,0,0
551544953,0,0
551544954,0,0
551544956,0,0
551544957,0,0
551544958,0,0
551544959,0,0
551544960,0,0
551544961,0,0
551544962,0,1
551544965,0,0
551544975,0,0
551544976,0,0
551544977,0,0
551544978,0,0
551544979,0,0
551544980,0,0
551544981,0,0
551544982,0,0
551544983,0,0
551544984,0,0
551544985,0,0
551544986,0,0
551544987,0,0
551544988,0,0
551544989,0,0
551544990,1,0
551544991,0,0
551544992,0,0
551544993,0,0
551544994,0,0
551544995,0,0
551544996,0,0
551544997,0,0
551544998,0,0
551544999,0,0
551545001,0,0
551545002,0,0
551545003,0,0
551545004,0,0
551545005,0,0
551545006,0,0
551545007,0,0
551545008,0,0
551545009,0,0
551545010,0,0
551545011,0,0
551545012,0,0
551545013,0,0
551545014,0,0
551545015,0,0
551545016,0,0
551545019,0,0
551545021,0,0
551545022,0,0
551545023,0,0
551545024,0,0
551545025,0,0
551545026,0,0
551545027,0,0
551545028,0,0
551545029,0,0
551545030,0,0
551545031,0,0
551545032,0,0
551545033,0,0
551545034,0,0
551545035,0,0
551545037,0,0
551545038,0,0
551545040,0,0
551545041,0,0
551545042,0,0
551545043,0,0
551545044,0,0
551545051,0,0
551545052,0,0
551545053,0,0
551545055,0,0
551545056,0,0
551545057,0,0
551545058,0,0
551545059,0,0
551545060,0,0
551545061,1,0
551545062,0,0
551545063,0,0
551545064,0,0
551545065,0,0
551545066,0,0
551545067,0,0
551545068,0,0
551545069,0,0
551545070,0,0
551545071,0,0
551545072,0,0
551545073,0,0
551545074,0,0
551545075,0,0
551545079,0,0
551545080,0,0
551545082,0,0
551545085,0,0
551545086,0,0
551545087,0,0
551545088,0,0
551545089,0,0
551545090,0,0
551545091,0,0
551545092,0,0
551545093,0,0
551545094,0,0
551545095,0,0
551545096,0,0
551545097,0,0
551545098,0,0
551545099,0,0
551545101,0,0
551545102,0,0
551545103,0,0
551545106,0,0
551545108,0,0
551545109,0,0
551545111,0,0
551545112,0,0
551545115,0,0
551545116,0,0
551545117,0,0
551545118,0,0
551545120,0,0
551545121,0,0
551545122,0,0
551545124,0,0
551545125,0,0
551545126,0,0
551545127,0,0
551545128,0,0
551545129,0,0
551545150,0,0
551545151,0,0
551545152,0,0
551545153,0,0
551545154,0,0
551545157,0,0
551545158,0,0
551545159,0,0
551545175,0,0
551545177,0,0
551545178,0,0
551545201,0,0
551545205,0,0
551545206,0,0
551545208,0,0
551545209,0,0
551545211,0,0
551545212,0,0
551545215,0,0
551545216,0,0
551545217,0,0
551545218,0,0
551545224,0,0
551545226,0,0
551545228,0,0
551545229,0,0
551545230,0,0
551545231,0,0
551545234,0,0
551545236,0,0
551545237,0,0
551545238,0,0
551545239,0,0
551545240,0,0
551545241,0,0
551545244,0,0
551545245,0,0
551545250,0,0
551545251,0,0
551545254,0,0
551545275,0,0
551545325,0,0
551545350,0,0
551545351,0,0
551545352,0,0
551545353,0,0
551545354,0,0
551545355,0,0
551545356,0,0
551545357,0,0
551545358,0,0
551545359,0,0
551545360,0,0
551545361,0,0
551545362,0,0
551545363,0,0
551545364,0,0
551545365,0,0
551545366,0,0
551545367,0,0
551545368,0,0
551545369,0,0
551545370,0,0
551545371,0,0
551545372,0,0
551545373,0,0
551545374,0,0
551545375,0,0
551545376,0,0
551545377,0,0
551545378,0,0
551545379,0,0
551545380,0,0
551545381,0,0
551545382,0,0
551545383,0,0
551545384,0,0
551545385,0,0
551545386,0,0
551545387,0,0
551545388,0,0
551545389,0,0
551545390,0,0
551545391,0,0
551545392,0,0
551545393,0,0
551545394,0,0
551545395,0,0
551545396,0,0
551545397,0,0
551545398,0,0
551545399,0,0
551545405,0,0
551545406,0,0
551545407,0,0
551545408,0,0
551545411,0,0
551545412,0,0
551545413,0,0
551545414,0,0
551545415,0,0
551545417,0,0
551545418,0,0
551545419,0,0
551545420,0,0
551545421,0,0
551545422,0,0
551545423,0,0
551545424,0,0
551545425,0,0
551545426,0,0
551545427,0,0
551545428,0,0
551545429,0,0
551545430,0,0
551545431,0,0
551545432,0,0
551545433,0,0
551545434,0,0
551545435,0,0
551545436,0,0
551545437,0,0
551545438,0,0
551545439,0,0
551545440,0,0
551545441,0,0
551545442,0,0
551545443,0,0
551545444,0,0
551545445,0,0
551545446,0,0
551545449,0,0
551545451,0,0
551545452,0,0
551545453,0,0
551545454,0,0
551545455,0,0
551545456,0,0
551545457,0,0
551545459,0,0
551545460,0,0
551545461,0,0
551545462,0,0
551545463,0,0
551545464,0,0
551545465,0,0
551545467,0,0
551545468,0,0
551545469,0,0
551545470,0,0
551545471,0,0
551545472,0,0
551545473,0,0
551545474,0,0
551545475,0,0
551545476,0,0
551545477,0,0
551545478,0,0
551545479,0,0
551545480,1,0
551545481,0,0
551545482,0,0
551545483,0,0
551545484,0,0
551545485,0,0
551545486,1,0
551545487,0,0
551545488,0,0
551545489,0,0
551545490,0,0
551545491,0,0
551545492,0,0
551545493,0,0
551545494,0,0
551545495,0,0
551545496,0,0
551545498,0,0
551545499,0,0
551545502,0,0
551545504,0,0
551545506,0,0
551545507,0,0
551545509,0,0
551545510,0,0
551545511,0,0
551545512,0,0
551545516,0,0
551545517,0,0
551545522,0,0
551545523,0,0
551545525,0,0
551545526,0,0
551545527,0,0
551545530,0,0
551545532,0,0
551545534,0,0
551545536,0,0
551545537,0,0
551545538,0,0
551545539,0,0
551545540,0,0
551545541,0,0
551545546,0,0
551545547,0,0
551545548,1,0
551545549,1,0
551545550,0,0
551545552,0,0
551545553,0,0
551545554,0,0
551545555,0,0
551545558,0,0
551545560,0,0
551545561,0,0
551545562,0,0
551545564,0,0
551545566,0,0
551545567,0,0
551545568,0,0
551545570,0,0
551545571,0,0
551545574,0,0
551545575,0,0
551545576,0,0
551545577,0,0
551545578,0,0
551545579,0,0
551545581,0,0
551545582,0,0
551545583,0,0
551545584,0,0
551545585,0,0
551545586,0,0
551545588,0,0
551545590,0,0
551545591,0,0
551545595,0,0
551545598,0,0
551545599,0,0
551545605,0,0
551545606,0,0
551545608,0,0
551545609,0,0
551545610,0,0
551545611,0,0
551545614,0,0
551545615,0,0
551545616,0,0
551545617,0,0
551545618,0,0
551545619,0,0
551545620,0,0
551545621,0,0
551545623,0,0
551545624,0,0
551545625,0,0
551545626,0,0
551545627,0,0
551545628,0,0
551545629,0,0
551545630,0,0
551545631,0,0
551545632,0,0
551545650,0,0
551545652,0,0
551545653,0,0
551545654,0,0
551545655,0,0
551545656,1,0
551545657,0,0
551545658,0,0
551545659,0,0
551545660,0,0
551545661,0,0
551545662,0,0
551545663,0,0
551545664,0,0
551545665,0,0
551545666,0,0
551545667,0,0
551545668,0,0
551545669,0,0
551545670,0,0
551545671,0,0
551545672,0,0
551545673,0,0
551545675,0,0
551545676,0,0
551545677,0,0
551545678,0,0
551545679,0,0
551545680,0,0
551545681,0,0
551545682,0,0
551545683,0,0
551545684,0,0
551545685,0,0
551545686,0,0
551545687,0,0
551545688,0,0
551545689,0,0
551545692,0,0
551545696,0,0
551545697,0,0
551545698,0,0
551545699,0,0
551545701,0,0
551545702,0,0
551545703,0,0
551545704,0,0
551545705,0,0
551545706,0,0
551545707,0,0
551545708,0,0
551545709,0,0
551545711,0,0
551545712,0,0
551545713,0,0
551545715,0,0
551545717,0,0
551545718,0,0
551545719,0,0
551545721,0,0
551545722,0,0
551545723,0,0
551545724,0,0
551545725,0,0
551545726,0,0
551545727,0,0
551545728,0,0
551545729,0,0
551545730,0,0
551545731,0,0
551545732,0,0
551545733,0,0
551545735,0,0
551545736,0,0
551545737,0,0
551545738,0,0
551545739,0,0
551545740,0,0
551545741,0,0
551545742,0,0
551545750,0,0
551545751,0,0
551545753,0,0
551545754,0,0
551545755,0,0
551545757,0,0
551545758,0,0
551545759,0,0
551545761,0,0
551545762,0,0
551545763,0,0
551545764,0,0
551545765,0,0
551545766,0,0
551545767,0,0
551545768,0,0
551545775,0,0
551545776,0,0
551545802,0,0
551545803,0,0
551545804,0,0
551545809,0,0
551545812,0,0
551545814,0,0
551545816,0,0
551545817,0,0
551545818,0,0
551545819,0,0
551545821,0,0
551545822,0,0
551545824,0,0
551545825,0,0
551545826,0,0
551545827,0,0
551545829,0,0
551545830,0,0
551545835,0,0
551545836,0,0
551545837,0,0
551545838,0,0
551545839,0,0
551545840,0,0
551545841,0,0
551545842,0,0
551545844,0,0
551545846,0,0
551545847,0,0
551545849,0,0
551545850,0,0
551545856,0,0
551545862,0,0
551545863,0,0
551545864,0,0
551545867,0,0
551545868,0,0
551545869,0,0
551545870,0,0
551545871,0,0
551545875,0,0
551545876,0,0
551545877,0,0
551545878,0,0
551545880,0,0
551545881,0,0
551545882,0,0
551545884,0,0
551545885,0,0
551545886,0,0
551545887,0,0
551545888,0,0
551545889,0,0
551545892,0,0
551545893,0,0
551545894,0,0
551545895,0,0
551545896,0,0
551545897,0,0
551545898,0,0
551545899,0,0
551545907,0,0
551545910,0,0
551545911,0,0
551545925,0,0
551545951,0,0
551545952,0,0
551545953,0,0
551545975,0,0
551545976,0,0
551545977,0,0
551545978,0,0
551545979,0,0
551545980,0,0
551545981,0,0
551545982,0,0
551545983,0,0
551545984,0,0
551545985,0,0
551545986,0,0
551545988,0,0
551545989,0,0
551545990,0,0
551545991,0,0
551545992,0,0
551545994,0,0
551545995,0,0
551545996,0,0
551545999,0,0
551546001,0,0
551546027,0,0
551546031,0,0
551546032,0,0
551546033,0,0
551546050,0,0
551546125,0,0
551546126,0,0
551546127,0,0
551546128,0,0
551546129,0,0
551546130,0,0
551546131,0,0
551546150,0,0
551546151,0,0
551546152,0,0
551546153,0,0
551546154,0,0
551546155,0,0
551546156,0,0
551546157,0,0
551546158,0,0
551546159,0,0
551546160,0,0
551546161,0,0
551546162,0,0
551546163,0,0
551546164,0,0
551546165,0,0
551546166,0,0
551546167,0,0
551546168,0,0
551546169,0,0
551546170,0,0
551546173,0,0
551546174,0,0
551546175,0,0
551546176,0,0
551546177,0,0
551546178,0,0
551546180,0,0
551546181,0,0
551546182,0,0
551546183,0,0
551546184,0,0
551546186,0,0
551546187,0,0
551546188,0,0
551546189,0,0
551546190,0,0
551546191,0,0
551546194,0,0
551546195,0,0
551546196,0,0
551546198,0,0
551546202,0,0
551546203,0,0
551546204,0,0
551546205,0,0
551546206,0,0
551546207,0,0
551546213,0,0
551546217,0,0
551546218,0,0
551546219,0,0
551546220,0,0
551546221,0,0
551546222,0,0
551546223,0,0
551546224,0,0
551546225,0,0
551546226,0,0
551546227,0,0
551546228,0,0
551546229,0,0
551546230,0,0
551546231,0,0
551546236,0,0
551546237,0,0
551546238,0,0
551546239,1,0
551546240,0,0
551546241,0,0
551546242,0,0
551546243,0,0
551546244,0,0
551546245,0,0
551546246,0,0
551546247,0,0
551546248,0,0
551546249,0,0
551546250,0,0
551546251,0,0
551546252,0,0
551546253,0,0
551546254,0,0
551546255,0,0
551546256,0,0
551546260,0,0
551546262,0,0
551546263,0,0
551546264,0,0
551546265,0,0
551546268,0,0
551546269,0,0
551546270,0,0
551546271,0,0
551546272,0,0
551546273,0,0
551546275,0,0
551546276,0,0
551546277,0,0
551546278,0,0
551546279,0,0
551546280,0,0
551546281,0,0
551546282,0,0
551546284,0,0
551546285,0,0
551546288,0,0
551546289,0,0
551546292,0,0
551546293,0,0
551546294,0,0
551546295,0,0
551546296,0,0
551546297,0,0
551546298,0,0
551546299,0,0
551546301,0,0
551546325,0,0
551546328,0,0
551546329,0,0
551546330,0,0
551546334,0,0
551546342,0,0
551546343,0,0
551546344,0,0
551546349,0,0
551546350,0,0
551546352,0,0
551546401,0,0
551546452,0,0
551546454,0,0
551546475,0,0
551546503,0,0
551546504,0,0
551546505,0,0
551546525,0,0
551546526,0,0
551546575,0,0
551546625,1,0
551546626,0,0
551546627,0,0
551546628,0,0
551546629,0,0
551546630,0,0
551546631,0,0
551546634,0,0
551546635,0,0
551546637,0,0
551546638,0,0
551546639,0,0
551546640,0,0
551546641,0,0
551546642,0,0
551546643,0,0
551546644,0,0
551546645,0,0
551546646,0,0
551546647,0,0
551546648,0,0
551546649,0,0
551546650,0,0
551546651,0,0
551546652,0,0
551546653,0,0
551546654,0,0
551546657,0,0
551546658,0,0
551546659,0,0
551546660,0,0
551546661,0,0
551546662,0,0
551546664,0,0
551546666,0,0
551546668,0,0
551546669,0,0
551546670,0,0
551546671,0,0
551546672,0,0
551546673,0,0
551546675,0,0
551546676,0,0
551546677,0,0
551546678,0,0
551546683,0,0
551546685,0,0
551546704,0,0
551546705,0,0
551546707,0,0
551546725,0,0
551546726,0,0
551546752,0,0
551546754,0,0
551546755,0,0
551546775,0,0
551546777,0,0
551546808,0,0
551546809,0,0
551546812,0,0
551546814,0,0
551546815,0,0
551546816,0,0
551546817,0,0
551546825,0,0
551546826,0,0
551546827,0,0
551546828,0,0
551546829,0,0
551546830,0,0
551546831,0,0
551546834,0,0
551546835,0,0
551546836,0,0
551546837,0,0
551546838,0,0
551546839,0,0
551546840,0,0
551546841,0,0
551546843,0,0
551546844,0,0
551546845,0,0
551546846,0,0
551546847,0,0
551546850,0,0
551546875,0,0
551546876,0,0
551546877,0,0
551546878,0,0
551546879,0,0
551546880,0,0
551546881,0,0
551546882,0,0
551546883,0,0
551546884,0,0
551546885,0,0
551546886,0,0
551546888,0,0
551546889,0,0
551546890,0,0
551546891,0,0
551546892,0,0
551546893,0,0
551546894,0,0
551546895,0,0
551546896,0,0
551546897,0,0
551546898,0,0
551546899,0,0
551546901,0,0
551546902,0,0
551546905,0,0
551546906,0,0
551546907,0,0
551546908,0,0
551546909,0,0
551546910,0,0
551546911,0,0
551546914,0,0
551546918,0,0
551546920,0,0
551546921,0,0
551546922,0,0
551546923,0,0
551546924,0,0
551546925,0,0
551546926,0,0
551546931,0,0
551546950,0,0
551546952,0,0
551546954,0,0
551546955,0,0
551546956,0,0
551546957,0,0
551546958,0,0
551546959,0,0
551546960,0,0
551546961,0,0
551546962,0,0
551546963,0,0
551546964,0,0
551546965,0,0
551546966,0,0
551546967,0,0
551546969,0,0
551546970,0,0
551546971,0,0
551546973,0,0
551546976,0,0
551546977,0,0
551546978,0,0
551546979,0,0
551546980,0,1
551546981,0,0
551546982,0,0
551546983,0,0
551546984,0,0
551546985,0,0
551546986,0,0
551546987,0,0
551546988,0,0
551546989,0,0
551546990,0,0
551546991,0,0
551546992,0,0
551546994,0,0
551546995,0,0
551546996,0,0
551546997,0,0
551546998,0,1
551546999,0,0
551547010,0,0
551547025,0,0
551547050,0,0
551547075,0,0
551547076,0,0
551547125,0,0
551547126,0,0
551547127,0,0
551547128,0,0
551547129,0,0
551547130,0,0
551547131,0,0
551547132,0,0
551547133,0,0
551547134,0,0
551547135,0,0
551547136,0,0
551547137,0,0
551547138,0,0
551547139,0,0
551547140,0,0
551547141,0,0
551547142,0,0
551547143,0,0
551547145,0,0
551547146,0,0
551547147,0,0
551547148,0,0
551547149,0,0
551547175,0,0
551547176,0,0
551547177,0,0
551547201,1,0
551547202,1,0
551547203,0,0
551547204,1,0
551547205,0,0
551547206,0,0
551547209,0,0
551547210,0,0
551547211,0,0
551547225,0,0
551547228,0,0
551547229,0,0
551547230,0,0
551547231,0,0
551547250,1,0
551547251,0,0
551547252,1,0
551547257,0,0
551547258,1,0
551547259,1,0
551547260,1,0
551547261,1,0
551547262,1,0
551547265,1,0
551547266,1,0
551547267,1,0
551547268,1,0
551547269,1,0
551547270,1,0
551547271,1,0
551547272,1,0
551547273,1,0
551547274,1,0
551547301,1,0
551547302,1,0
551547325,0,0
551547350,0,0
551547352,0,0
551547353,0,0
551547375,0,0
551547376,0,0
551547452,0,0
551547453,0,0
551547454,0,0
551547455,0,0
551547456,0,0
551547457,0,0
551547458,0,0
551547459,0,0
551547460,0,0
551547461,0,0
551547462,0,0
551547463,0,0
551547464,0,0
551547465,0,0
551547466,0,0
551547467,0,0
551547468,0,0
551547469,0,0
551547470,0,0
551547474,0,0
551547475,0,0
551547476,0,0
551547504,0,0
551547506,0,0
551547507,0,0
551547551,0,0
551547552,0,0
551547553,1,0
551547554,1,0
551547555,1,0
551547556,0,0
551547557,0,0
551547558,0,0
551547559,0,0
551547560,0,0
551547563,0,0
551547566,0,0
551547601,0,0
551547602,0,0
551547626,0,0
551547628,0,0
551547629,0,0
551547630,0,0
551547632,0,0
551547634,0,0
551547635,0,0
551547636,0,0
551547637,0,0
551547638,0,0
551547639,0,0
551547640,0,0
551547641,0,0
551547642,0,0
551547643,0,0
551547644,0,0
551547645,0,0
551547646,0,0
551547647,0,0
551547648,0,0
551547649,0,0
551547650,0,0
551547651,0,0
551547652,0,0
551547676,0,0
551547701,0,0
551547702,0,0
551547703,0,0
551547704,0,0
551547705,0,0
551547706,0,0
551547707,0,0
551547710,0,0
551547712,1,0
551547713,1,0
551547714,1,0
551547715,0,1
551547716,0,0
551547717,0,0
551547750,0,0
551547776,0,0
551547777,0,0
551547801,0,0
551547802,0,0
551547803,0,0
551547804,0,0
551547805,0,0
551547806,0,0
551547807,0,0
551547808,0,0
551547809,0,0
551547810,0,0
551547811,0,0
551547812,0,0
551547825,0,0
551547826,0,0
551547828,0,0
551547829,0,0
551547830,0,0
551547831,0,0
551547850,0,0
551547875,0,0
551547876,0,0
551547878,0,0
551547881,0,0
551547950,0,0
551548050,1,0
551548104,0,0
551548250,0,0
551548251,0,0
551548252,0,0
551548255,0,0
551548257,0,0
551548258,1,0
551548259,0,0
551548260,0,0
551548261,1,0
551548264,0,0
551548265,0,0
551548266,0,0
551548267,0,0
551548268,0,0
551548269,0,0
551548270,0,0
551548272,0,0
551548273,0,0
551548274,0,0
551548275,0,0
551548276,0,0
551548277,0,0
551548278,0,0
551548279,0,0
551548280,0,0
551548281,0,0
551548283,0,0
551548284,0,0
551548285,0,0
551548286,0,0
551548287,0,0
551548289,0,0
551548291,0,0
551548294,0,0
551548295,0,0
551548296,0,0
551548297,0,0
551548298,0,0
551548299,0,0
551548325,0,0
551548326,0,0
551548329,0,0
551548330,0,0
551548331,0,0
551548332,0,0
551548333,0,0
551548335,0,0
551548351,0,0
551548375,0,0
551548376,0,0
551548377,0,0
551548384,0,0
551548385,0,0
551548386,0,0
551548387,0,0
551548388,0,0
551548389,0,0
551548402,0,0
551548450,0,0
551548451,0,0
551548501,0,0
551548502,0,0
551548504,0,0
551548506,0,0
551548507,0,0
551548508,0,0
551548509,0,0
551548510,0,0
551548606,0,0
551548607,0,0
551548651,0,0
551548652,0,0
551548654,0,0
551548655,0,0
551548656,0,0
551548657,0,0
551548701,0,0
551548702,0,0
551548703,0,0
551548704,0,0
551548705,0,0
551548707,0,0
551548708,0,0
551548710,0,0
551548711,0,0
551548712,0,0
551548713,0,0
551548850,0,0
551548851,0,0
551548952,0,0
551548953,0,0
551548954,0,0
551548955,0,0
551548957,0,0
551548958,0,0
551548959,0,0
551548960,0,0
551548961,0,0
551548963,0,0
551548964,0,0
551548966,0,0
551548967,0,0
551548968,0,0
551549001,0,0
551549002,0,0
551549059,0,0
551549150,0,0
551549152,0,0
551549153,0,0
551549154,0,0
551549155,0,0
551549156,0,0
551549170,0,0
551549171,0,0
551549173,0,0
551549175,0,0
551549176,0,0
551549220,0,0
551549303,0,0
551549304,0,0
551549307,0,0
551549351,0,0
551549352,0,0
551549353,0,0
551549354,0,0
551549355,0,0
551549356,0,0
551549357,0,0
551549358,0,0
551549359,0,0
551549360,0,0
551549361,0,0
551549363,0,0
551549364,0,0
551549365,0,0
551549366,0,0
551549367,0,0
551549368,0,0
551549369,0,0
551549370,0,0
551549371,0,0
551549372,0,0
551549373,0,0
551549375,0,0
551549376,0,0
551549377,0,0
551549378,0,0
551549379,0,0
551549381,0,0
551549382,0,0
551549383,0,0
551549384,0,0
551549385,0,0
551549386,0,0
551549387,0,0
551549388,0,0
551549389,0,0
551549390,0,0
551549391,0,0
551549392,0,0
551549393,0,0
551549394,0,0
551549395,0,0
551549396,0,0
551549397,0,0
551549398,0,0
551549399,0,0
551549401,0,0
551549403,0,0
551549405,0,0
551549407,0,0
551549408,0,0
551549409,0,0
551549410,0,0
551549412,0,0
551549414,0,0
551549415,0,0
551549416,1,0
551549417,0,0
551549418,0,0
551549419,0,0
551549420,0,0
551549421,0,0
551549422,0,0
551549423,0,0
551549424,1,0
551549425,0,0
551549426,0,0
551549427,0,0
551549428,0,0
551549429,0,0
551549430,0,0
551549431,0,0
551549432,0,0
551549433,0,0
551549434,0,0
551549436,0,0
551549437,0,0
551549438,0,0
551549439,0,0
551549440,0,0
551549441,0,0
551549442,0,0
551549443,0,0
551549444,0,0
551549446,0,0
551549447,0,0
551549448,0,0
551549449,0,0
551549475,0,0
551549476,0,0
551549477,0,0
551549525,0,0
551549551,0,0
551549552,0,0
551549553,0,0
551549554,0,0
551549555,0,0
551549557,0,0
551549558,0,0
551549559,0,0
551549560,0,0
551549562,0,0
551549563,0,0
551549564,0,0
551549565,0,0
551549566,0,0
551549567,0,0
551549568,0,0
551549569,0,0
551549572,0,0
551549573,0,0
551549574,0,0
551549575,0,0
551549576,0,0
551549577,0,0
551549578,0,0
551549579,0,0
551549580,0,0
551549601,0,0
551549604,0,0
551549605,0,0
551549606,0,0
551549607,0,0
551549608,0,0
551549609,0,0
551549610,0,0
551549611,0,0
551549612,0,0
551549613,0,0
551549614,0,0
551549615,0,0
551549616,0,0
551549618,0,0
551549625,0,0
551549626,0,0
551549650,0,0
551549651,0,0
551549654,0,0
551549655,0,0
551549657,0,0
551549658,0,0
551549659,0,0
551549660,0,0
551549661,0,0
551549662,0,0
551549663,0,0
551549664,0,0
551549665,0,0
551549666,0,0
551549667,0,0
551549668,0,0
551549726,0,0
551549727,0,0
551549728,0,0
551549752,0,0
551549801,0,0
551549802,0,0
551549803,0,0
551573479,0,0
551600101,0,0
551600102,0,0
551600103,0,0
551600104,0,0
551600105,0,0
551600106,0,0
551600107,0,0
551600108,0,0
551600109,0,0
551600112,0,0
551600113,0,0
551600114,0,0
551600115,0,0
551600116,0,0
